0,1,2.94585497615587
0,2,2.89526857698741
0,3,2.3909484114546804
0,4,2.94585497615587
0,5,2.852142505623
0,6,2.8115490181284906
0,7,2.8115490181284906
8,9,2.98578258722189
10,11,2.82278868005458
10,12,2.90858979623843
13,14,1.40673049935764
15,16,2.39705450780215
17,18,2.85799281775087
19,20,2.9741087782552005
19,21,2.9377812495304
19,22,2.9377812495304
19,23,2.6957642173231804
24,25,2.9377812495304
24,26,2.8825548980503304
24,27,2.8825548980503304
24,28,2.9086193752772402
29,30,2.71864559188856
29,31,2.41487246977091
29,32,2.8456422526191605
29,33,2.8456422526191605
29,34,2.8456422526191605
29,35,2.8456422526191605
29,36,2.8456422526191605
29,37,2.20250892913454
29,38,2.8456422526191605
29,39,2.8456422526191605
29,40,2.41487246977091
29,41,2.8456422526191605
29,42,2.8456422526191605
29,22,2.71864559188856
29,43,2.8456422526191605
29,44,2.8456422526191605
29,45,2.8456422526191605
29,46,2.8456422526191605
29,47,2.8456422526191605
29,48,2.8456422526191605
49,50,2.6772727347549
49,51,2.93006804341287
49,52,2.90861937527723
53,54,2.87017010383552
53,55,2.83459648323003
53,56,2.90858979623843
53,57,2.87017010383552
53,58,2.83459648323003
53,59,2.87017010383552
60,61,2.67359269864204
62,11,2.9016790288103698
63,64,2.9377126006702596
65,16,2.39705450780215
66,67,2.98578258722189
68,69,2.9016790288103698
70,71,2.99982099283249
72,73,2.83459648323003
72,74,2.83459648323003
72,75,2.80014388151792
72,76,2.4492540992696603
30,77,2.9377812495304
31,78,2.9086193752772402
31,79,2.64668610929633
31,80,2.78869754584646
81,82,2.78869754584646
81,83,2.6959723757977097
81,84,2.88248226145662
81,85,2.88248226145662
81,86,2.93771260067025
81,87,2.6959723757977097
81,88,1.53476205065734
81,89,2.88248226145662
90,14,1.40673049935764
91,14,1.40673049935764
92,93,3.0189515000372897
94,95,2.9377126006702596
96,97,3.0189515000372897
98,99,2.96383864665011
100,14,1.40673049935764
101,102,2.8581225981661498
101,103,2.9377812495304
101,104,2.8825548980503304
101,105,2.8825548980503304
106,107,2.99982099283249
108,109,2.9377126006702596
110,14,1.40673049935764
111,112,2.99982099283249
111,113,2.9741244636603796
114,115,2.93006804341287
114,116,2.4216384779373703
114,117,2.87017010383552
118,116,2.8046916407030498
119,120,2.96383864665011
121,122,2.6798573156476
123,124,2.83383487438657
102,125,2.92265212190959
102,105,2.8581225981661498
102,126,2.92265212190959
102,27,2.8581225981661498
127,128,2.94585497615587
129,130,3.0189515000372897
131,132,2.87017010383552
131,133,2.6959723757977097
131,134,2.7313298694182495
131,135,2.80014388151792
131,136,2.6959723757977097
131,137,2.65949125312821
138,139,2.9545084810968305
140,141,2.9299697078032594
142,95,2.88248226145661
143,144,2.94585497615587
143,145,2.94585497615587
143,146,2.6020522494594
143,147,2.89526857698741
143,148,2.64706869155912
143,149,2.89526857698741
143,150,2.89526857698741
151,152,2.9016790288103698
153,154,2.8115490181285
153,124,2.34376949440346
153,155,2.44802222732117
153,156,2.9741087782552005
157,158,2.9741087782552005
159,160,2.95454726717168
159,161,2.90861937527723
159,162,2.95454726717168
163,164,2.95454726717168
163,52,2.90861937527723
165,166,2.68387981346513
165,167,2.7428130227518905
165,168,2.55446348410038
165,169,2.55446348410038
165,170,2.3998400985005497
165,171,2.55446348410038
165,172,2.30869691265246
165,173,2.48110143412507
165,174,2.30869691265246
165,175,2.6215713959986
176,177,2.98578258722189
176,178,2.98578258722189
176,141,2.81721300876329
179,180,2.90858979623843
179,181,2.9545084810968305
179,182,2.9545084810968305
179,80,2.6959723757977097
179,183,2.87017010383552
179,184,2.7659127999149002
2,185,2.82278868005458
186,124,2.83383487438657
187,188,2.9545084810968305
189,190,2.8822270285980203
191,3,2.9016790288103698
192,193,2.95454726717168
192,194,2.90861937527723
192,195,2.80001982438002
196,116,2.8046916407030498
197,198,2.9545084810968305
199,200,2.9377126006702596
201,202,2.90858979623843
201,203,2.9377812495304
204,14,1.40673049935764
205,124,2.83383487438657
206,154,2.94585497615587
207,14,1.40673049935764
208,88,2.8636556196002503
209,61,2.2766950091317097
209,210,2.6060790235002997
211,200,2.9377126006702596
50,212,2.87595765123462
50,213,2.87595765123462
50,214,2.87595765123462
50,215,2.87595765123462
50,216,1.85029371735303
50,217,1.85029371735303
50,218,2.87595765123462
50,219,2.87595765123462
50,220,2.67727273475491
50,221,2.28804067171523
50,222,2.87595765123462
50,223,2.87595765123462
50,224,2.87595765123462
50,51,2.67727273475491
50,225,2.7768210407493696
3,95,2.26870457093034
3,217,2.26870457093034
3,226,2.9016790288103698
3,227,2.82278868005458
3,228,2.9016790288103698
3,229,2.82278868005458
3,230,2.7484087500621803
3,231,1.72633120568935
